product,img_url,price,url_of_item,description
AMD Radeon R9 270X XFX 2GB DDR5,http://static.emmi.rs/images/products/200/m4749833.jpg,18.399,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-xfx-2gb-ddr5.11.html?productId=46696,Najbolji odnos cena vs performanse u R9 seriji
AMD Radeon R9 270X Sapphire Dual-X OC 2GB GDDR5,http://static.emmi.rs/images/products/200/m4748011.jpg,21.299,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-sapphire-dual-x-oc-2gb-gddr5.11.html?productId=46342,
AMD Radeon R9 270X MSI HAWK 2G GDDR5,http://static.emmi.rs/images/products/200/m1181734.jpg,24.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-msi-hawk-2g-gddr5.11.html?productId=37803,
AMD Radeon R9 270X MSI GAMING 4G GDDR5,http://static.emmi.rs/images/products/200/m1186158.jpg,26.980,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-msi-gaming-4g-gddr5.11.html?productId=39688,
AMD Radeon R9 270X MSI GAMING 2G GDDR5,http://static.emmi.rs/images/products/200/m1180952.jpg,22.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-msi-gaming-2g-gddr5.11.html?productId=37611,
AMD Radeon R9 270X Gigabyte OC 4GB GDDR5,http://static.emmi.rs/images/products/200/m1189403.jpg,26.890,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-gigabyte-oc-4gb-gddr5.11.html?productId=40837,
AMD Radeon R9 270X Gigabyte OC 2GB GDDR5,http://static.emmi.rs/images/products/200/m1180655.jpg,23.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-gigabyte-oc-2gb-gddr5.11.html?productId=37393,
AMD Radeon R9 270X ASUS OC 2GB GDDR5,http://static.emmi.rs/images/products/200/m1180636.jpg,23.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270x-asus-oc-2gb-gddr5.11.html?productId=37360,
AMD Radeon R9 270 XFX 2GB DDR5,http://static.emmi.rs/images/products/200/m4749837.jpg,17.599,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270-xfx-2gb-ddr5.11.html?productId=46697,Najpovoljnija R9 gaming karta !
AMD Radeon R9 270 MSI GAMING 2GB DDR5,http://static.emmi.rs/images/products/200/m1184461.jpg,21.499,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270-msi-gaming-2gb-ddr5.11.html?productId=39024,
AMD Radeon R9 270 Gigabyte OC 2GB GDDR5,http://static.emmi.rs/images/products/200/m1189490.jpg,19.799,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270-gigabyte-oc-2gb-gddr5.11.html?productId=40849,
AMD Radeon R9 270 ASUS OC 2GB GDDR5,http://static.emmi.rs/images/products/200/m1182613.jpg,19.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r9-270-asus-oc-2gb-gddr5.11.html?productId=38012,
AMD Radeon R7 265 ASUS 2GB DDR5,http://static.emmi.rs/images/products/200/m1191336.jpg,18.370,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-265-asus-2gb-ddr5.11.html?productId=41525,
AMD Radeon R7 260X Sapphire OC 1GB GDDR5,http://static.emmi.rs/images/products/200/m1183790.jpg,12.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-260x-sapphire-oc-1gb-gddr5.11.html?productId=38739,
AMD Radeon R7 260X ASUS OC 2GB GDDR5,http://static.emmi.rs/images/products/200/m4746852.jpg,15.499,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-260x-asus-oc-2gb-gddr5.11.html?productId=45460,
AMD Radeon R7 260X ASUS OC 1GB DDR5,http://static.emmi.rs/images/products/200/m1187924.jpg,13.240,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-260x-asus-oc-1gb-ddr5.11.html?productId=40252,"Želite kvalitetnu grafičku kartu kojom ćete moći da igrate moderne igre na srednjim i visokim podešavanjima sa odličnim performansama, a ne želite da potrošite puno novca? ASUS Radeon R7 260X OC 1GB DDR5 je pravi izbor za vas!"
AMD Radeon R7 260X ASUS 1GB DDR5,http://static.emmi.rs/images/products/200/m4745648.jpg,13.430,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-260x-asus-1gb-ddr5.11.html?productId=45437,
AMD Radeon R7 260 MSI OC 1GB DDR5,http://static.emmi.rs/images/products/200/m1186692.jpg,9.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-260-msi-oc-1gb-ddr5.11.html?productId=40212,
AMD Radeon R7 260 ASUS 1GB DDR5,http://static.emmi.rs/images/products/200/m1187918.jpg,12.380,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-260-asus-1gb-ddr5.11.html?productId=40251,
AMD Radeon R7 250X Sapphire Vapor-X 1GB GDDR5,http://static.emmi.rs/images/products/200/m4745461.jpg,11.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250x-sapphire-vapor-x-1gb-gddr5.11.html?productId=45251,
AMD Radeon R7 250X Sapphire 1GB GDDR5,http://static.emmi.rs/images/products/200/m4712637.jpg,9.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250x-sapphire-1gb-gddr5.11.html?productId=43062,
AMD Radeon R7 250X MSI 2GB DDR5,http://static.emmi.rs/images/products/200/m4746849.jpg,12.350,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250x-msi-2gb-ddr5.11.html?productId=45459,
AMD Radeon R7 250X MSI 1GB DDR5,http://static.emmi.rs/images/products/200/m4713162.jpg,10.750,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250x-msi-1gb-ddr5.11.html?productId=43292,
AMD Radeon R7 250X Gigabyte 2GB GDDR5,http://static.emmi.rs/images/products/200/m4743687.jpg,12.599,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250x-gigabyte-2gb-gddr5.11.html?productId=44220,
AMD Radeon R7 250X ASUS 2GB GDDR5,http://static.emmi.rs/images/products/200/m1191344.jpg,14.480,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250x-asus-2gb-gddr5.11.html?productId=41529,
AMD Radeon R7 250X ASUS 1GB GDDR5,http://static.emmi.rs/images/products/200/m1188979.jpg,11.400,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250x-asus-1gb-gddr5.11.html?productId=40674,
AMD Radeon R7 250 Sapphire 1GB DDR5,http://static.emmi.rs/images/products/200/m1186519.jpg,8.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250-sapphire-1gb-ddr5.11.html?productId=39947,
AMD Radeon R7 250 Sapphire 1GB DDR5,http://static.emmi.rs/images/products/200/m1181361.jpg,8.999,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250-sapphire-1gb-ddr5.11.html?productId=37688,
AMD Radeon R7 250 Powercolor 1GB DDR5,/images/basic/no-image-medium_.png,9.099,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250-powercolor-1gb-ddr5.11.html?productId=46638,
AMD Radeon R7 250 Gigabyte 2GB GDDR3,http://static.emmi.rs/images/products/200/m1187683.jpg,10.199,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250-gigabyte-2gb-gddr3.11.html?productId=40152,
AMD Radeon R7 250 ASUS OC 2GB GDDR3,http://static.emmi.rs/images/products/200/m4746848.jpg,9.780,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250-asus-oc-2gb-gddr3.11.html?productId=45478,
AMD Radeon R7 250 ASUS 1GB GDDR5,http://static.emmi.rs/images/products/200/m1180639.jpg,9.499,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-250-asus-1gb-gddr5.11.html?productId=37362,
AMD Radeon R7 240 Sapphire 2GB DDR3,http://static.emmi.rs/images/products/200/m1186520.jpg,6.899,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-240-sapphire-2gb-ddr3.11.html?productId=39948,
AMD Radeon R7 240 Sapphire 2GB DDR3,http://static.emmi.rs/images/products/200/m1181359.jpg,6.899,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-240-sapphire-2gb-ddr3.11.html?productId=37686,
AMD Radeon R7 240 MSI 4GB DDR3,http://static.emmi.rs/images/products/200/m4746847.jpg,9.299,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-240-msi-4gb-ddr3.11.html?productId=45457,
AMD Radeon R7 240 Gigabyte 2GB GDDR3,http://static.emmi.rs/images/products/200/m1180647.jpg,7.630,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-240-gigabyte-2gb-gddr3.11.html?productId=37391,
AMD Radeon R7 240 ASUS 4GB GDDR3,http://static.emmi.rs/images/products/200/m4713132.jpg,9.399,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-240-asus-4gb-gddr3.11.html?productId=43283,
AMD Radeon R7 240 ASUS 2GB GDDR3,http://static.emmi.rs/images/products/200/m1180638.jpg,7.080,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-240-asus-2gb-gddr3.11.html?productId=37346,
AMD Radeon R7 240 ASUS 1GB GDDR3,http://static.emmi.rs/images/products/200/m4712615.jpg,6.440,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r7-240-asus-1gb-gddr3.11.html?productId=43031,
AMD Radeon R5 230 Sapphire 1GB DDR3,http://static.emmi.rs/images/products/200/m4746906.jpg,4.399,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r5-230-sapphire-1gb-ddr3.11.html?productId=45848,
AMD Radeon R5 230 Powercolor 1GB DDR3,http://static.emmi.rs/images/products/200/m4711740.jpg,4.299,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r5-230-powercolor-1gb-ddr3.11.html?productId=42872,
AMD Radeon R5 230 Gigabyte 1GB GDDR3,http://static.emmi.rs/images/products/200/m4746868.jpg,4.599,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r5-230-gigabyte-1gb-gddr3.11.html?productId=45474,
AMD Radeon R5 230 ASUS 2GB GDDR3,http://static.emmi.rs/images/products/200/m1193258.jpg,5.930,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r5-230-asus-2gb-gddr3.11.html?productId=42323,
AMD Radeon R5 230 ASUS 1GB GDDR3,http://static.emmi.rs/images/products/200/m1193256.jpg,4.420,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-r5-230-asus-1gb-gddr3.11.html?productId=42322,
AMD Radeon 6450 MSI 1GB DDR3,http://static.emmi.rs/images/products/200/m1155226.jpg,4.490,http://emmi.rs/grafi%C4%8Dke-kartice-(vga)-amd-radeon-6450-msi-1gb-ddr3.11.html?productId=26432,
Altos Tsunami,http://static.emmi.rs/images/products/200/m1181663.jpg,69.499,http://emmi.rs/emmi-konfiguracije-altos-tsunami.11.html?productId=37796,"Altos Tsunami predstavlja jedan od vrhunskih računara na našem tržištu. Osmojezgarni FX-8320 procesor sjajno obavlja i najzahtevnije zadatke, dok Radeon R9 270x čini da broj frejmova u igrama i grafički zahtevnijim operacijama uvek bude visok. Ovako izuzetna kombinacija čini ovaj model idealnim i za najzahtevnije korisnike. Altos Tsunami, razorno moćan!"
Altos Trinity Pro,http://static.emmi.rs/images/products/200/m1157792.jpg,47.499,http://emmi.rs/emmi-konfiguracije-altos-trinity-pro.11.html?productId=27758,"Altos Trinity Pro zasnovan je na snažnijem AMD Trinity APU procesoru - A10-5800K koji opremljen integrisanom grafikom koja je na nivou grafičkih kartica srednje klase. Zahvaljujući kombinaciji odličnog procesora i SSD memorije računar je toliko,"
Altos Thunder,http://static.emmi.rs/images/products/200/m1185456.jpg,58.599,http://emmi.rs/emmi-konfiguracije-altos-thunder.11.html?productId=39507,"Altos Thunder baziran je na novom AMD APU procesoru kodnog imena Kaveri. Donosi vrhunske procesorske i grafičke performanse u jednom čipu. Ovde je reč o značajnom poboljšanju grafičkih 3D performansi u najnovijim aplikacijama u odnosu na,"
Altos SUPRIMO Ultimate,http://static.emmi.rs/images/products/200/m1175860.jpg,107.499,http://emmi.rs/emmi-konfiguracije-altos-suprimo-ultimate.11.html?productId=35626,"Altos Suprimo Ultimate je računar namenjen gaming-u, kao i poslovnoj primeni u oblasti multimedije. Visoke performanse obezbeđuje intel i7 procesor, 8 GB memorije, kapacitet HDD diska SSD SATA3 120GB + HDD SATA3 1000GB i Nvidia GeForce GTX760 2GB DDR5 grafika. Uz ove odlične komponente, SUPRIMO Ultimate će zadovoljiti sve korisnike koji su u potrazi za vrhunskim računarom."
Altos Suprimo Rock,http://static.emmi.rs/images/products/200/m1180812.jpg,89.599,http://emmi.rs/emmi-konfiguracije-altos-suprimo-rock.11.html?productId=37415,"Altos Suprimo serija računara predstavlja nešto najbolje na našem tržištu. Sastavljeni od najboljih komponenti, savršeno izbalansirani da pruže snagu gde i kada je to potrebno. Suprimo Rock baziran je na fantastičnom Intel Core i5-4440 procesoru i izuzetnom Radeon R9 280x grafičkom čipu, pa zahvaljujući njima obavlja sve operacije skoro momentalno! SSD disk od 120GB pruža neviđeno dobre performanse u svakodnevnom radu, dok sirova snaga pritajeno vreba i čeka da joj se pruži prilika da vas oduševi. Altos Suprimo Rock, čvrsto rešen da bude najbolji!"
Altos Suprimo Predator,http://static.emmi.rs/images/products/200/m1180829.jpg,87.499,http://emmi.rs/emmi-konfiguracije-altos-suprimo-predator.11.html?productId=37416,"Altos Suprimo serija računara predstavlja nešto najbolje na našem tržištu. Sastavljeni od najboljih komponenti, savršeno izbalansirani da pruže snagu gde i kada je to potrebno. Suprimo Predator baziran je na fantastičnom Intel Core i5-4570 procesoru i Radeon R9 270x grafičkom čipu, pa zahvaljujući njima obavlja sve operacije skoro momentalno! SSD disk od 120GB pruža neviđeno dobre performanse u svakodnevnom radu, dok sirova snaga pritajeno vreba i čeka da joj se pruži prilika da vas oduševi. Želite vrhunski računar? Altos Suprimo Predator je pravi model za vas!"
Altos Suprimo Firestriker,http://static.emmi.rs/images/products/200/m1183382.jpg,79.999,http://emmi.rs/emmi-konfiguracije-altos-suprimo-firestriker.11.html?productId=38222,"Baziran na AMD-ovoj FX seriji procesora, Altos Suprimo Firestriker nudi vrhunske performanse u svim oblastima. Bilo da se bavite ozbiljnom obradom video/audio fajlova, 3D modelingom ili gejmingom, Firestriker će podmiriti sve vaše potrebe. Pokreće ga moćan šestojezgrani procesor, 8Gb ram memorije i vrhunska AMD Radeon grafika nove generacije. Uz SSD od 128Gb reč brzina će dobiti poptuno novo značenje, a hard disk od 1Tb će vam omogućiti skladištenje velike količine podataka."
Altos SUPRIMO Eclipse,http://static.emmi.rs/images/products/200/m1175790.jpg,72.499,http://emmi.rs/emmi-konfiguracije-altos-suprimo-eclipse.11.html?productId=35609,"Altos Suprimo Eclipse je vrhunski računar sastavljen od komponenti nove generacije. Pokreće ga moćan i5 procesor zajedno sa 8Gb ram memorije, i snažna nVidia grafička karta. Altos Suprimo Eclipse, nudi odlične performanse bez obzira da li je u pitanju igranje najnovijih igara ili obrada audio i video materijala."
Altos Suprimo Crossfire,http://static.emmi.rs/images/products/200/m1184123.jpg,107.499,http://emmi.rs/emmi-konfiguracije-altos-suprimo-crossfire.11.html?productId=38731,"Altos Suprimo serija računara predstavlja nešto najbolje na našem tržištu. Sastavljeni od najboljih komponenti, savršeno izbalansirani da pruže snagu gde i kada je to potrebno. Suprimo Crossfire baziran je na moćnom osmojezgarnom AMD FX-8320 procesoru i dvema Radeon R9 270x grafičkim kartama povezanim u crossfire, pa zahvaljujući njima obavlja sve operacije skoro momentalno! SSD disk od 120GB pruža neviđeno dobre performanse u svakodnevnom radu, dok sirova snaga pritajeno vreba i čeka da joj se pruži prilika kako bi ostavila bez daha i najzahtevnije. Altos Suprimo Crossfire, kada jedan nije dovoljan."
Altos SUPRIMO Aždaja,http://static.emmi.rs/images/products/200/m4749036.jpg,143.999,http://emmi.rs/emmi-konfiguracije-altos-suprimo-a%C5%BEdaja.11.html?productId=46481,
Altos Striker,http://static.emmi.rs/images/products/200/m1181886.jpg,43.499,http://emmi.rs/emmi-konfiguracije-altos-striker.11.html?productId=37912,"Altos Striker je računar koji retko šta nije u mogućnosti da uradi. Da, toliko je dobar! Intel i3, 8GB RAM memorije, prostrani hard disk od 1TB i grafička karta AMD Radeon R7 250 1GB DDR5 čine da sa lakoćom gledate filmove, slušate muziku, obavljate poslovne zadatke, bavite se dizajnom u profesionalnim programima, pravite 3D modele i još puno toga. Altos Striker je računar koji predstavlja odličnu kupovinu!"
Altos Start 8.1,http://static.emmi.rs/images/products/200/m4744812.jpg,20.499,http://emmi.rs/emmi-konfiguracije-altos-start-81.11.html?productId=44965,"Ime ovog računara govori sve, Altos Start 8.1. Izuzetno pristupačan, svakom početniku će pružiti sve što mu treba, pretraživanje interneta, uživanje u multimediji, rad u osnovnim programima. Sa preinstaliranim Windows 8.1 operativnim sistemom, sve što treba je da povežete računar sa monitorom, tastaturom i mišem, pritisnete dugme za paljenje i uživate. Poseduje i serial port, pa je  idealna legalna ponuda za mala preduzeća (pogotovo STR radnje, frizerske salone, pekare itd.)"
Altos Spider,http://static.emmi.rs/images/products/200/m1191024.jpg,33.499,http://emmi.rs/emmi-konfiguracije-altos-spider.11.html?productId=41563,"Altos Spider je odličan za one koji žele povoljan, tih i stabilan računar. Pouzdran računar koji će omogućiti pregled multimedijalnog sadržaja, igranje manje zahtevnih igara, pretragu interneta, i komunikaciju sa dragim osobama preko,"
Altos Sky,http://static.emmi.rs/images/products/200/m1151780.jpg,24.599,http://emmi.rs/emmi-konfiguracije-altos-sky.11.html?productId=24781,"Računar pun iznenađenja! Za uloženi novac pruža izuzetno široku primenu u radu, jer poseduje pažljivo izabrane kompontente odličnih performansi za svoj cenovni rang. Pouzdani Intel procesor sa dva jezgra i odvojena nVida grafika sa velikom,"
Altos Samurai,http://static.emmi.rs/images/products/200/m4749267.jpg,27.499,http://emmi.rs/emmi-konfiguracije-altos-samurai.11.html?productId=46546,
Altos Samurai,http://static.emmi.rs/images/products/200/m4711569.jpg,28.999,http://emmi.rs/emmi-konfiguracije-altos-samurai.11.html?productId=42407,"Sa Altos Samurai dobijate odličan računar za uloženi novac. Pouzdan i odan, pravi samuraj. Prilagodiće se svim Vašim potrebama i uz njega ćete moći da uživate u multimedijalnim sadržajima i igranju manje zahtevnijih igara. Kao i svi računari u našoj ponudi testiran je 48h burn testom, kako bi bili sigurni da je spreman za rad."
Altos S-COOL,http://static.emmi.rs/images/products/200/m1192319.jpg,21.899,http://emmi.rs/emmi-konfiguracije-altos-s-cool.11.html?productId=41877,"Altos S-Cool je računar za koji vam sa sigurnošću možemo reći da je vrlo isplativa investicija, ukoliko vam je potreban jeftin, a snažan računar. Ova cool mašina je odlična za multimediju (filmovi, muzika) surfovanje netom, i rad u manje zahtevnim programima. Procesor sa 4 jezgra i integrisana Radeon grafička kartica, zajedno sa 4GB RAM memorije i hard diskom od 500GB su tu da omoguće i igranje nezahtevnih, starijih igara, kao i nesmetan multitasking."
Altos S-COOL 8.1,http://static.emmi.rs/images/products/200/m4749144.jpg,26.499,http://emmi.rs/emmi-konfiguracije-altos-s-cool-81.11.html?productId=46556,
Altos Rush,http://static.emmi.rs/images/products/200/m1190889.jpg,52.999,http://emmi.rs/emmi-konfiguracije-altos-rush.11.html?productId=41665,"Altos Rush je pravi gejmerski računar zasnovan na odličnom AMD 750 procesoru i super-moćnoj Radeon R9 270x grafičkoj karti sa 2GB GDDR5 memorije! Zajedno sa 4GB RAM memorije, ova kombinacija procesora i grafičkog čipa omogućava fluidan rad svih modernih igara u Full HD rezoluciji! Ovaj model je idealan za igre i profesionalnu primenu. Altos Rush, nestrpljivo brz!"
Altos Ronin,http://static.emmi.rs/images/products/200/m4746200.jpg,96.999,http://emmi.rs/emmi-konfiguracije-altos-ronin.11.html?productId=45382,"Altos Ronin, vanserijski računar baziran na novom AMD FX-8370E procesoru koga karakterišu smanjena potrošnja električne energije i zagrevanje, uz zadržavanje vrhunskih performansi u najzahtevnijim aplikacijama današnjice. Naravno sve nove AMD,"
Altos Rocket,http://static.emmi.rs/images/products/200/m1181600.jpg,29.999,http://emmi.rs/emmi-konfiguracije-altos-rocket.11.html?productId=37807,"Altos Rocket poseduje izuzetno brze i kvalitetne komponete pravi je pobednik u svom cenovnom rangu. Intel Pentium procesor i moćna AMD grafička karta omogućuju mu odlične performanse, pa većina video igara i zahtevnijih aplikacija za njega ne predstavlja veliki problem. Zbog sjajnih karkteristika koje poseduje, ovaj model ima našu punu preporuku."
Altos Ranger,http://static.emmi.rs/images/products/200/m1178455.jpg,22.499,http://emmi.rs/emmi-konfiguracije-altos-ranger.11.html?productId=36931,"Računar Altos Ranger je odličan izbor. Intelov dvojezgrani procesor G2030, će vam omogućiti ozbiljan rad, i dobru reprodukciju multimedijalnih sadržaja u trenucima opuštanja. Izborom Altos Rangera nećete pogrešiti, biće Vam odličan saputnik i u poslu i u zabavi. Pružiće Vam uživanje i komfor u radu čime god da se bavite."
Altos Raider,http://static.emmi.rs/images/products/200/m1191349.jpg,41.519,http://emmi.rs/emmi-konfiguracije-altos-raider.11.html?productId=41538,
Altos Punisher,http://static.emmi.rs/images/products/200/m1184256.jpg,54.599,http://emmi.rs/emmi-konfiguracije-altos-punisher.11.html?productId=38801,"Altos Punisher je računar koji nudi izuzetne performanse u svakoj situaciji. Moderne igre, HD filmovi, profesionalni programi,... nikakva prepreka. Intel Core i5-3350P je procesor kod koga su performanse na prvom mestu. Sa Radeon R7 250 grafičkom,"
Altos Professional 8.1,http://static.emmi.rs/images/products/200/m1181349.jpg,37.990,http://emmi.rs/emmi-konfiguracije-altos-professional-81.11.html?productId=37683,"Altos Professional 8.1 je konfiguracija namenjena manje zahtevnim korisnicima, spremna da za kancelarijski rad, Internet i multimediju. Ovaj računar dolazi sa instaliranim originalnim Windows 8.1 operativnim sistemom i odmah je spreman za upotrebu.,"
Altos Professional 7,http://static.emmi.rs/images/products/200/m1169526.jpg,38.499,http://emmi.rs/emmi-konfiguracije-altos-professional-7.11.html?productId=33199,"Altos Professional 7 je konfiguracija namenjena manje zahtevnim korisnicima, spremna da ispuni potrebe vezane za kancelarijski rad, Internet i multimediju. Ovaj računar dolazi sa instaliranim originalnim Windows 7 Professional operativnim sistemom,"
Altos Pro Gamer,http://static.emmi.rs/images/products/200/m4749814.jpg,106.999,http://emmi.rs/emmi-konfiguracije-altos-pro-gamer.11.html?productId=46661,
Altos Pro Business,http://static.emmi.rs/images/products/200/m1181347.jpg,63.299,http://emmi.rs/emmi-konfiguracije-altos-pro-business.11.html?productId=37703,"Altos Pro Business je pravi poslovni računar osmisljen da ispuni sve zahteve poslovnih korisnika i firmi. Dvojezgarni Intel Core i3 procesor nudi odlične performanse u poslovnim aplikacijama, a Windows 7 Professional podržava sve funkcije koje su potrebne malim i velikim preduzećima bez ikakvih ograničenja. Altos Pro Business je kvalitetno rešenje za legalno i bezbrižno poslovanje."
Altos Player,http://static.emmi.rs/images/products/200/m4748046.jpg,33.999,http://emmi.rs/emmi-konfiguracije-altos-player.11.html?productId=46152,"Altos Player je baziran na dvojezgranom Intel Pentium procesoru i brzoj AMD R7 260 grafičkoj karti, što ovaj model čini najboljim izborom za igranje 3D video igara u klasi ispod 40.000 din. Moćne performanse upotpunjuje i veliki hard disk od čak 1000GB, na koji može stati mnoštvo filmova, igara i drugih podataka."
Altos Player Pro,http://static.emmi.rs/images/products/200/m4712468.jpg,46.199,http://emmi.rs/emmi-konfiguracije-altos-player-pro.11.html?productId=43046,Ako ste pasionirani igrač a tražite jeftin a dobar gaming računar Altos Player je Vaš prvi izbor.
Altos Panter,http://static.emmi.rs/images/products/200/m1173448.jpg,34.599,http://emmi.rs/emmi-konfiguracije-altos-panter.11.html?productId=35614,"Srce Altos Pantera je moćni AMD APU procesor A8-6600K, koji u sebi ima grafički čip Radeon HD 8570D. Uz 8gb ram memorije, i hard diskom kapaciteta 1Tb. Ukoliko poželite, imate mogućnost nadogradnje, i da moćan računar učinite još moćnijim. Altos Panter je odličan izbor u svom cenovnom rangu."
Altos Orion,http://static.emmi.rs/images/products/200/m1174444.jpg,44.599,http://emmi.rs/emmi-konfiguracije-altos-orion.11.html?productId=35617,"Altos Orion je računar koji crpi snagu iz modernog AMD APU-a A10-6800K koji radi na taktu od 4.1GHz (dok po potrebi sam podiže takt do 4.4GHz). Ugrađeni grafički čip, AMD Radeon 8670D, pruža vrlo dobre performanse u grafički intenzivnim,"
Altos Multimedia,http://static.emmi.rs/images/products/200/m4749666.jpg,24.499,http://emmi.rs/emmi-konfiguracije-altos-multimedia.11.html?productId=46580,
Altos Lite Win 7,http://static.emmi.rs/images/products/200/m1166684.jpg,24.599,http://emmi.rs/emmi-konfiguracije-altos-lite-win-7.11.html?productId=32118,"Altos Lite Win 7 je računar sa dvojezgranim Intel procesorom i originalnim Windows 7 Home Basic operativnim sistemom koji čini odličan izbor za kancelarijski računar, kao i za manje zahtevne korisnike za pregled interneta, filmova i muzike.Računar dobijate spreman za korišćenje čim ga raspakujete iz kutije."
Altos Lion,http://static.emmi.rs/images/products/200/m4745052.jpg,117.499,http://emmi.rs/emmi-konfiguracije-altos-lion.11.html?productId=45344,"Raèunar Altos Lion je sastavljen od komponenata nove generacije i idealna je konfiguracija za rad u zahtevnim aplikacijama. Intel core i7, zajedno sa fantastiènom GeForce GTX750Ti 1GB/DDR5 grafikom, èini odliènu kombinaciju za rad. Èak 16GB ram memorije, hard disk od 2TB i SSD od 240GB upotpunjuju ovaj raèunar i nude sjajne performanse, bez obzira da li želite da igrate najnovije igare, ili se bavite 3D modelingom ili obradom audio i video materijala"
Altos King,http://static.emmi.rs/images/products/200/m4747063.jpg,137.999,http://emmi.rs/emmi-konfiguracije-altos-king.11.html?productId=45599,"Altos King je računar koji sa pravom nosi svoje ime! Moćan i5 procesor, i najmoćnija grafika na tržištu GTX 980, će se bez problema nositi sa svakim izazovom, a SSD će se postarati da to bude brzo i efikasno. 2TB prostora je više nego,"
Altos Internal 365,http://static.emmi.rs/images/products/200/m4747654.jpg,22.599,http://emmi.rs/emmi-konfiguracije-altos-internal-365.11.html?productId=46238,"Altos Internal 365 je računar namenjen poslovnim korisnicima, kako  kućnim, tako i manjim firmama. Intel Celeron procesor sa dva jezgra 2 GB memorije će biti dovoljni da ispune bilo kakav poslovni zadatak. Hard disk od 500GB je više nego,"
Altos Hunter,http://static.emmi.rs/images/products/200/m1190299.jpg,29.599,http://emmi.rs/emmi-konfiguracije-altos-hunter.11.html?productId=41243,"Baziran na novoj AMD AM1 platformi, Altos Hunter nudi odličan odnos cene i performansi. Ugrađeni AMD Athlon X4 5350 procesor pruža prilično brzu obradu podataka, bilo da obavljate manje ili više intenzivne poslovne zadatke ili se opuštate uz,"
