product,img_url,price,url_of_item,description
"Asus X551MAV-SX275D 15.6""",http://static.emmi.rs/images/products/200/m4744931.jpg,36.850,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551mav-sx275d-156.11.html?productId=44822,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551MAV-SX275D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov četvorojezgarni procesor N3530, sa integrisanom Intel HD grafikom, uz 2GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X551MAV-SX264D 15.6""",http://static.emmi.rs/images/products/200/m4744927.jpg,29.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551mav-sx264d-156.11.html?productId=44819,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551MAV-SX264D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov dvojezgrani procesor N2830, sa integrisanom Intel HD grafikom, uz 2GB radne memorije postarati da svaka komanda bude izvršena glatko, gde god da se nalazite."
"Asus X551MAV-SX251D 15.6""",http://static.emmi.rs/images/products/200/m4743916.jpg,33.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551mav-sx251d-156.11.html?productId=44541,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551MAV-SX251D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov dvojezgrani procesor N2830, sa integrisanom Intel HD grafikom, uz 4GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X551MA-SX290D White 15.6""",http://static.emmi.rs/images/products/200/m1192205.jpg,32.000,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ma-sx290d-white-156.11.html?productId=41825,"Iskažite svoju individulanost uz pomoć Asus X551MA laptopa.Njegov klasični dizajn i lepota će vam svakako pomoći u ovome. Ovo je savršen laptop za sve primene, kako multimedijalnu, tako i poslovnu.SonicMaster tehnologija pruža zvuk vrhunskog kvaliteta, što se primećuje prilikom gledanja filmova ili slušanja muzike.HD web kamera je tu za prijatne Skype razgovore sa vašim prijateljima ili kolegama."
"Asus X551MA-SX284D 15.6""",http://static.emmi.rs/images/products/200/m4743517.jpg,35.880,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ma-sx284d-156.11.html?productId=44135,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551MA-SX284D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov četvorojezgarni procesor N2920, sa integrisanom Intel HD grafikom, uz 4GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X551MA-SX134D 15.6""",http://static.emmi.rs/images/products/200/m1191403.jpg,32.000,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ma-sx134d-156.11.html?productId=41566,"Asus X551MA serija donosi savršenu kombinaciju dizajna i vrhunske tehnologije. Snažan Intelov dvojezgrani procesor, 4Gb ram memorije i Intelova HD grafika sedme generacije, olakšaće vam rad i pružiti maksimalno uživanje prilikom opuštanja uz film ili muziku."
"Asus X551MA-SX019D 15.6""",http://static.emmi.rs/images/products/200/m1188406.jpg,36.332,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ma-sx019d-156.11.html?productId=40475,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551MA-SX019D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov četvorojezgarni procesor N2920, sa integrisanom Intel HD grafikom, uz 4GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X551MA-SX208D 15.6""",http://static.emmi.rs/images/products/200/m1192857.jpg,34.425,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ma-sx208d-156.11.html?productId=42162,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X553MA-SX208D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov četvorojezgarni procesor N2920, sa integrisanom Intel HD grafikom, uz 4GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X551CA-SX028D 15.6""",http://static.emmi.rs/images/products/200/m1184642.jpg,34.900,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ca-sx028d-156.11.html?productId=39018,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551CA-SX028D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov dvojezgrani procesor 2117U, sa integrisanom Intel HD grafikom, uz 4GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X551MA-SX072D 15.6""",http://static.emmi.rs/images/products/200/m4712547.jpg,32.000,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ma-sx072d-156.11.html?productId=42900,
"Asus X550LNV-DM278D 15.6""FHD",http://static.emmi.rs/images/products/200/m4712726.jpg,87.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x550lnv-dm278d-156fhd.11.html?productId=43093,"Asus X550LNV namenjen je onima koji insistiraju na visokom kvalitetu i dobrim performansama. Izuzetni Intel Core i7-4510U procesor sa dva jezgra (4 thread-a), Nvidia Geforce GT840M grafička karta sa 2GB sopstvene memorije, RAM memorija od 4GB DDR3,"
"Asus X551CA-SX090D 15.6""",http://static.emmi.rs/images/products/200/m4713538.jpg,36.850,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ca-sx090d-156.11.html?productId=43451,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551CA-SX090D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov dvojezgrani procesor 2117U, sa integrisanom Intel HD grafikom, uz 4GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X551MA-SX237D 15.6""",http://static.emmi.rs/images/products/200/m4743516.jpg,32.970,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x551ma-sx237d-156.11.html?productId=44134,"Asusova X serija predstavlja savršeno usklađene, sveobuhvatne laptopove za rad, igru i opuštanje. Model X551MA-SX237D ima izuzetan displej od 15.6"" sa HD rezolucijom, i zajedno sa Asusovom SonicMaster tehnologijom reprodukcije zvuka, pružiće jedinstveno multimedijalno iskustvo, dok će se Intelov četvorojezgarni procesor N2920, sa integrisanom Intel HD grafikom, uz 2GB radne memorije postarati da svaka komanda bude izvršena glatko, brzo i efikasno gde god da se nalazite."
"Asus X550CC-XX061 15.6""",http://static.emmi.rs/images/products/200/m1177924.jpg,45.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-x550cc-xx061-156.11.html?productId=36420,"Asus X550CC namenjen onima koji insistiraju na visokom kvalitetu i dobrim performansama. Intel Pentium Dual Core 2117U procesor sa dva jezgra, memorija od 4GB DDR3 i hard disk od 500 GB pružaju pouzdanost prilikom obavljanja svakodnevih aktivnosti,"
"Asus VivoTab Smart White ME400C-1A017W 10.1"" IPS",http://static.emmi.rs/images/products/200/m1168319.jpg,47.990,http://emmi.rs/tablet-pc-asus-vivotab-smart-white-me400c-1a017w-101-ips.11.html?productId=35985,"Asus VivoTab Smart White ME400C-1A017W 10.1"" IPS, Intel ATOM Z2760/64GB/2GB/BT/W"
"Asus VivoTab Note 8 M80TA-DL001H Win8.1+Office 8"" ...",http://static.emmi.rs/images/products/200/m1188988.jpg,36.990,http://emmi.rs/tablet-pc-asus-vivotab-note-8-m80ta-dl001h-win81+office-8-.11.html?productId=40682,"Asus VivoTab Note 8 je neverovatan Windows 8 tablet računar sa profesionalnim Wacom stilusom koji povećava produktivnost. On je dizajniran tako da omogućava držanje jednom rukom, dok se drugom mogu hvatati beleške na ekranu. Zahvaljujući maloj,"
ASUS VivoPC VM60-G091M i3-3217U 4GB 500GB,http://static.emmi.rs/images/products/200/m4746088.jpg,41.499,http://emmi.rs/brand-name-ra%C4%8Dunari-asus-vivopc-vm60-g091m-i3-3217u-4gb-500gb.11.html?productId=45361,"Zamislite sve mogućnosti klasičnog desktop računara, upakovane u kompaktno, šik kućište jedva malo veće od klasične kutije za DVD. Predstavljamo vam Asus Vivo PC! Pokreće ga Intelov 1007U dvojezgrani procesor, i uz 4GB radne memorije, integrisanom Intel HD grafikom i SonicMaster tehnologijom, VivoPC krči put istinskom multimedijalnom iskustvu."
ASUS VivoPC VM40B-S134V  Intel 1007U 500GB Windows...,http://static.emmi.rs/images/products/200/m4746087.jpg,30.790,http://emmi.rs/brand-name-ra%C4%8Dunari-asus-vivopc-vm40b-s134v--intel-1007u-500gb-windows.11.html?productId=45650,"Zamislite sve mogućnosti klasičnog desktop računara, upakovane u kompaktno, šik kućište jedva malo veće od klasične kutije za DVD. Predstavljamo vam Asus Vivo PC! Pokreće ga Intelov 1007U dvojezgrani procesor, i uz 4GB radne memorije, integrisanom Intel HD grafikom i SonicMaster tehnologijom, VivoPC krči put istinskom multimedijalnom iskustvu."
ASUS VivoPC VC60-B012M i3-3110M 4GB 500GB,http://static.emmi.rs/images/products/200/m4746090.jpg,39.699,http://emmi.rs/brand-name-ra%C4%8Dunari-asus-vivopc-vc60-b012m-i3-3110m-4gb-500gb.11.html?productId=45651,"Zamislite sve mogućnosti klasičnog desktop računara, upakovane u kompaktno, šik kućište jedva malo veće od klasične kutije za DVD. Predstavljamo vam Asus Vivo PC! Pokreće ga moćni Intel i3-3110M dvojezgarni procesor i uz 4GB radne memorije, integrisanom Intel HD grafikom i SonicMaster tehnologijom, VivoPC pruža odlično multimedijalno iskustvo."
"Asus UX301LA-C4004H White Win8 13.3""FHD",http://static.emmi.rs/images/products/200/m4712646.jpg,168.990,http://emmi.rs/ultrabook-ra%C4%8Dunari-asus-ux301la-c4004h-white-win8-133fhd.11.html?productId=43058,
Asus TransformerBook T100TAM-DK013B (Gray) Win8.1,http://static.emmi.rs/images/products/200/m4749090.jpg,49.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100tam-dk013b-(gray)-win81.11.html?productId=46401,
Asus TransformerBook T100TAM-DK012B (Gray) Win8.1,http://static.emmi.rs/images/products/200/m4749089.jpg,43.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100tam-dk012b-(gray)-win81.11.html?productId=46400,
Asus TransformerBook T100TAF-DK010B Win8.1,http://static.emmi.rs/images/products/200/m4749091.jpg,42.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100taf-dk010b-win81.11.html?productId=46402,
Asus TransformerBook T100TAF-DK006B (Red) Win8.1,http://static.emmi.rs/images/products/200/m4749088.jpg,38.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100taf-dk006b-(red)-win81.11.html?productId=46399,
Asus TransformerBook T100TAF-DK005B (White) Win8.1,http://static.emmi.rs/images/products/200/m4749087.jpg,38.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100taf-dk005b-(white)-win81.11.html?productId=46398,
Asus TransformerBook T100TAF-DK001B Win8.1,http://static.emmi.rs/images/products/200/m4748019.jpg,37.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100taf-dk001b-win81.11.html?productId=46047,
Asus TransformerBook T100TA-DK048H Win8.1,http://static.emmi.rs/images/products/200/m4713484.jpg,40.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100ta-dk048h-win81.11.html?productId=43546,
Asus TransformerBook T100TA-DK002H Win8+Office 10....,http://static.emmi.rs/images/products/200/m1181592.jpg,38.790,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-t100ta-dk002h-win8+office-10.11.html?productId=37852,"Asus TransformerBook T100 je savršen uređaj za one koji su non stop u pokretu. U zavisnosti od potrebe, T100 se može transformisati u tablet jednostavnim uklanjanjem tastature. Pokreće ga Intel Atom četvorojezgrani procesor, i uz 2GB ram memorije, možete raditi ili se zabavljati gde god da ste, čak i 11 sati bez prestanka zahvaljujući dvoćelijskoj Li-Ion polymer bateriji. TransformerBook dolazi sa instaliranim Windows 8.1 i Office Home & Student 2013 paketom!"
"Asus TransformerBook Pad TF103CG-1B017A 10.1""",http://static.emmi.rs/images/products/200/m4713082.jpg,33.990,http://emmi.rs/tablet-pc-asus-transformerbook-pad-tf103cg-1b017a-101.11.html?productId=43255,
Asus TransformerBook Flip TP300LA-DW063H Win8.1,http://static.emmi.rs/images/products/200/m4747018.jpg,77.490,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformerbook-flip-tp300la-dw063h-win81.11.html?productId=45582,"Asus Transformer Book Flip dizajniran je tako da pruža veću fleksibilnosti, jer poseduje displej koji se može preklopiti do bilo kog ugla od 0 do 360 stepeni. Zahvaljujući takvoj transformaciji, TP300 se može koristiti kao regularan laptop, ali i kao tablet jer poseduje ekran osetljiv na dodir. Kristalno čist i bogat SonicMaster zvučni sistem pruža odlično iskustvo pri reprodukciji filmova i slušanju muzike. Osetite radost korišćenja laptopa onako kako vi to želite – odaberite Asus Transformer TP300!"
"Asus Transformer TP500LN-CJ104H Win8.1 15.6""",http://static.emmi.rs/images/products/200/m4747576.jpg,88.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformer-tp500ln-cj104h-win81-156.11.html?productId=45893,"Asus Transformer Book Flip dizajniran je tako da pruža veću fleksibilnosti, jer poseduje displej koji se može preklopiti do bilo kog ugla od 0 do 360 stepeni. Zahvaljujući takvoj transformaciji, TP500 se može koristiti kao regularan laptop, ali i kao tablet jer poseduje ekran osetljiv na dodir. Kristalno čist i bogat SonicMaster zvučni sistem pruža odlično iskustvo pri reprodukciji filmova i slušanju muzike. Osetite radost korišćenja laptopa onako kako vi to želite – odaberite Asus Transformer TP500!"
"ASUS Transformer TF103C-1B021A 10.1"" IPS WH",http://static.emmi.rs/images/products/200/m4747050.jpg,27.990,http://emmi.rs/tablet-pc-asus-transformer-tf103c-1b021a-101-ips-wh.11.html?productId=45593,
"Asus Transformer Book Flip TP500LN-CJ135H 15.6""",http://static.emmi.rs/images/products/200/m4748091.jpg,77.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformer-book-flip-tp500ln-cj135h-156.11.html?productId=46069,"Asus Transformer Book Flip dizajniran je tako da pruža veću fleksibilnosti, jer poseduje displej koji se može preklopiti do bilo kog ugla od 0 do 360 stepeni. Zahvaljujući takvoj transformaciji, TP500 se može koristiti kao regularan laptop, ali i kao tablet jer poseduje ekran osetljiv na dodir. Kristalno čist i bogat SonicMaster zvučni sistem pruža odlično iskustvo pri reprodukciji filmova i slušanju muzike. Osetite radost korišćenja laptopa onako kako vi to želite – odaberite Asus Transformer TP500!"
"Asus Transformer Book Flip TP500LN-CJ104D 15.6""",http://static.emmi.rs/images/products/200/m4748081.jpg,80.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformer-book-flip-tp500ln-cj104d-156.11.html?productId=46064,"Asus Transformer Book Flip dizajniran je tako da pruža veću fleksibilnosti, jer poseduje displej koji se može preklopiti do bilo kog ugla od 0 do 360 stepeni. Zahvaljujući takvoj transformaciji, TP500 se može koristiti kao regularan laptop, ali i kao tablet jer poseduje ekran osetljiv na dodir. Kristalno čist i bogat SonicMaster zvučni sistem pruža odlično iskustvo pri reprodukciji filmova i slušanju muzike. Osetite radost korišćenja laptopa onako kako vi to želite – odaberite Asus Transformer TP500!"
"Asus Transformer Book Flip TP300LD-C4056H 13.3""FHD",http://static.emmi.rs/images/products/200/m4748092.jpg,99.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformer-book-flip-tp300ld-c4056h-133fhd.11.html?productId=46070,"Asus Transformer Book Flip dizajniran je tako da pruža veću fleksibilnosti, jer poseduje displej koji se može preklopiti do bilo kog ugla od 0 do 360 stepeni. Zahvaljujući takvoj transformaciji, TP300 se može koristiti kao regularan laptop, ali i kao tablet jer poseduje ekran osetljiv na dodir. Kristalno čist i bogat SonicMaster zvučni sistem pruža odlično iskustvo pri reprodukciji filmova i slušanju muzike. Osetite radost korišćenja laptopa onako kako vi to želite – odaberite Asus Transformer TP300!"
"Asus Transformer Book Flip TP300LD-C4035P 13.3""FHD",http://static.emmi.rs/images/products/200/m4748097.jpg,129.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-transformer-book-flip-tp300ld-c4035p-133fhd.11.html?productId=46220,
"ASUS TF103C-1A021A 10.1"" IPS",http://static.emmi.rs/images/products/200/m4745251.jpg,34.990,http://emmi.rs/tablet-pc-asus-tf103c-1a021a-101-ips-.11.html?productId=44998,
"Asus T100TAM-DK016B 10.1"" IPS",http://static.emmi.rs/images/products/200/m4748078.jpg,44.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-t100tam-dk016b-101-ips.11.html?productId=46062,"TransformerBook T100TA je kompaktni, ultraportabilni uređaj koji kombinuje sjajne performanse sa mobilnošću i izuzetnim dizajnom. U samo nekoliko pokreta, laptop možete transformisati u tablet, i uživati u radu na desetoinčnom IPS displeju sa,"
"Asus T100TAM-BING-DK016B 10.1"" IPS",http://static.emmi.rs/images/products/200/m4747898.jpg,43.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-t100tam-bing-dk016b-101-ips.11.html?productId=46026,
"Asus T100TA-DK025H Silver 10.1""",http://static.emmi.rs/images/products/200/m4745784.jpg,45.580,http://emmi.rs/laptop-ra%C4%8Dunari-asus-t100ta-dk025h-silver-101.11.html?productId=45196,"Asus TransformerBook T100TA je savršen uređaj za one koji su stalno u pokretu. U zavisnosti od potrebe, T100 se može transformisati u tablet jednostavnim uklanjanjem tastature. Pokreće ga Intel Atom četvorojezgrani procesor, i uz 2GB ram memorije, možete raditi ili se zabavljati gde god da ste, onoliko koliko je potrebno zahvaljujući Li-Ion polymer bateriji. TransformerBook dolazi sa instaliranim Windows 8.1!"
"Asus N750JK-T4238D 17.3"" FHD",http://static.emmi.rs/images/products/200/m4748083.jpg,119.300,http://emmi.rs/laptop-ra%C4%8Dunari-asus-n750jk-t4238d-173-fhd.11.html?productId=46066,"Asus N750JK je model koji privlači pažnju gde god se pojavi. Kvalitet izrade kućišta i osećaj pri korišćenju su na vrlo visokom nivou. Asus N750JK dolazi sa Intel i7-4700HQ procesorom u kombinaciji sa izuzetnom Geforce GTX 850 2GB DDR3,"
"Asus N750JK-T4050D17.3""",http://static.emmi.rs/images/products/200/m4744350.jpg,116.390,http://emmi.rs/laptop-ra%C4%8Dunari-asus-n750jk-t4050d173.11.html?productId=44642,"Asus N750JK je model koji privlači pažnju gde god se pojavi. Kvalitet izrade kućišta i osećaj pri korišćenju su na vrlo visokom nivou. Asus N750JK dolazi sa Intel i5-4200H procesorom u kombinaciji sa izuzetnom Geforce GTX 850 2GB DDR3,"
"Asus N56JN-CN082D 15.6""FHD",http://static.emmi.rs/images/products/200/m4712282.jpg,92.140,http://emmi.rs/laptop-ra%C4%8Dunari-asus-n56jn-cn082d-156fhd.11.html?productId=42833,"Asus N56JN-CN082D je laptop namenjen igranju. Snažni Intel Core i5 procesor 4. generacije i Nvidia GeForce GT 840M grafička kartica  i 4GB ram memorije su tu da zadovolje sve gaming potrebe. No, ovaj notebook računar se može sa lakoćom koristiti i u poslovne ili multimedijalne primene.Šestoćelijska litijum-jonska baterija će obezbediti višečasovan nesmetan rad."
"Asus N551JK-CN112D 15.6""FHD",http://static.emmi.rs/images/products/200/m4748642.jpg,105.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-n551jk-cn112d-156fhd.11.html?productId=46229,
"Asus N53SM-S1080V Win7 HP 15.6""",http://static.emmi.rs/images/products/200/m1145476.jpg,113.755,http://emmi.rs/laptop-ra%C4%8Dunari-asus-n53sm-s1080v-win7-hp-156.11.html?productId=21645,"Asus N53SM-S1080V Win7 HP 15.6"", kompletan računar sa operativnim sistemom Windows 7 Home Premium i originalnom Asus torbim uz savršene performanse."
"Asus MeMo PAD ME176CX-1D029A BL 7"" IPS",http://static.emmi.rs/images/products/200/m1193125.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-me176cx-1d029a-bl-7-ips.11.html?productId=44972,
"Asus MeMo PAD ME176CX-1B033A WH 7"" IPS",http://static.emmi.rs/images/products/200/m1193124.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-me176cx-1b033a-wh-7-ips.11.html?productId=43260,
"Asus MeMo PAD ME176CX-1A034A BK 7"" IPS",http://static.emmi.rs/images/products/200/m1193123.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-me176cx-1a034a-bk-7-ips.11.html?productId=44315,
"Asus MeMo Pad HD10 ME102A-1A037A W 10.1""",http://static.emmi.rs/images/products/200/m1181589.jpg,27.490,http://emmi.rs/tablet-pc-asus-memo-pad-hd10-me102a-1a037a-w-101.11.html?productId=40452,
"Asus MeMo Pad 8 ME181C-1B006A WT 8""",http://static.emmi.rs/images/products/200/m4744936.jpg,24.990,http://emmi.rs/tablet-pc-asus-memo-pad-8-me181c-1b006a-wt-8.11.html?productId=44825,
"Asus MeMo Pad 8 ME181C-1A006A 8""",http://static.emmi.rs/images/products/200/m4744934.jpg,24.990,http://emmi.rs/tablet-pc-asus-memo-pad-8-me181c-1a006a-8.11.html?productId=44824,
"Asus MeMo Pad 7 ME70C-1B002A WH 7""",http://static.emmi.rs/images/products/200/m4712036.jpg,11.990,http://emmi.rs/tablet-pc-asus-memo-pad-7-me70c-1b002a-wh-7.11.html?productId=42699,
"Asus MeMo Pad 7 ME70C-1A003A BK 7""",http://static.emmi.rs/images/products/200/m4712037.jpg,11.990,http://emmi.rs/tablet-pc-asus-memo-pad-7-me70c-1a003a-bk-7.11.html?productId=42700,
"Asus MeMo Pad 7 ME176C-1E049A Žuti 7""",http://static.emmi.rs/images/products/200/m4747048.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-7-me176c-1e049a-%C5%BEuti-7.11.html?productId=45592,
"ASUS ME176CX-1C029A 7"" IPS",http://static.emmi.rs/images/products/200/m4745212.jpg,17.990,http://emmi.rs/tablet-pc-asus-me176cx-1c029a-7-ips.11.html?productId=44977,
"Asus MeMo Pad 7 ME176C-1D048A Blue 7""",http://static.emmi.rs/images/products/200/m4747041.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-7-me176c-1d048a-blue-7.11.html?productId=45589,
"Asus MeMo Pad 7 ME176C-1C048A Red 7""",http://static.emmi.rs/images/products/200/m4747040.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-7-me176c-1c048a-red-7.11.html?productId=45588,
"Asus MeMo Pad 7 ME176C-1B054A WH 7""",http://static.emmi.rs/images/products/200/m4747047.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-7-me176c-1b054a-wh-7.11.html?productId=45591,
"Asus K555LA-XO361D Red 15.6""",http://static.emmi.rs/images/products/200/m4749655.jpg,49.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-k555la-xo361d-red-156.11.html?productId=46573,
"Asus MeMo Pad 7 ME176C-1A054A BK 7""",http://static.emmi.rs/images/products/200/m4747045.jpg,17.490,http://emmi.rs/tablet-pc-asus-memo-pad-7-me176c-1a054a-bk-7.11.html?productId=45590,
ASUS M11BB-RU002D AMD A10-6700 4-Core 3.7GHz (4.3G...,http://static.emmi.rs/images/products/200/m4711912.jpg,52.999,http://emmi.rs/brand-name-ra%C4%8Dunari-asus-m11bb-ru002d-amd-a10-6700-4-core-37ghz-(43g.11.html?productId=43229,"Jednostavno se opustite uz zabavni sadržaj i Asus M11BB! ASUS računari vešto usklađuju tradiciju, vrhunski kvalitet, nove tehnologije i istrajnost. M31AD karakteriše pouzdanost, sigurnost i efikasnost u radu. Pokreće ga četvrta generacija Intel Core i3 procesora, 4GB RAM memorije i integrisana Intel HD 4400 grafička karta, pa pruža kvalitetnu reprodukciju videa u visokoj rezoluciji."
"Asus K555LN-XX143D 15.6""",http://static.emmi.rs/images/products/200/m4749102.jpg,66.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-k555ln-xx143d-156.11.html?productId=46410,
"Asus K551LN-DM064D 15.6""FHD",http://static.emmi.rs/images/products/200/m1192914.jpg,80.500,http://emmi.rs/laptop-ra%C4%8Dunari-asus-k551ln-dm064d-156fhd.11.html?productId=42189,"Asus K551 namenjen je onima koji insistiraju na visokom kvalitetu i dobrim performansama. Odlični Intel Core i5-4200U procesor sa dva jezgra (4 thread-a), Nvidia Geforce GT840M grafička karta sa 2GB sopstvene memorije, RAM memorija od 4GB DDR3 i,"
"Asus K95VB-YZ028D 18.4"" FHD",http://static.emmi.rs/images/products/200/m1188412.jpg,96.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-k95vb-yz028d-184-fhd.11.html?productId=40454,"Asus K95VB je poslovni laptop sa velikim i kvalitetnim displejom od 18.4 inča FullHD rezolucije. Odlikuje ga visoka pouzdanost, kao i robustan dizajn. Model poseduje Intel Core i5-3230M procesor, nVidia GeForce GT 740M grafiku, 8GB RAM memorije i,"
ASUS M31AD-RU001D Core i3-4130T 2-Core 2.9GHz 6GB ...,http://static.emmi.rs/images/products/200/m4711600.jpg,50.999,http://emmi.rs/brand-name-ra%C4%8Dunari-asus-m31ad-ru001d-core-i3-4130t-2-core-29ghz-6gb-.11.html?productId=42681,"Iskusite multimediju sa stilom! ASUS računari vešto usklađuju tradiciju, vrhunski kvalitet, nove tehnologije i istrajnost. M31AD karakteriše pouzdanost, sigurnost i efikasnost u radu. Pokreće ga četvrta generacija Intel Core i3 procesora, 6GB RAM memorije i integrisana Intel HD 4400 grafička karta u kombinaciji sa diskretnom nVidia® GeForce® 630 GT sa 2GB memorije, pa pruža kvalitetnu reprodukciju videa u visokoj rezoluciji.A može da se upotrebi i za manje zahtevne igre."
"Asus G750JZ-T4041D 17.3""FHD",http://static.emmi.rs/images/products/200/m4748641.jpg,213.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-g750jz-t4041d-173fhd.11.html?productId=46228,
"Asus G551JK-CN010D 15.6""FHD",http://static.emmi.rs/images/products/200/m4748636.jpg,105.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-g551jk-cn010d-156fhd.11.html?productId=46224,
"Asus G551JK-CN010D 15.6""FHD",http://static.emmi.rs/images/products/200/m4748637.jpg,105.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-g551jk-cn010d-156fhd.11.html?productId=46225,
"Asus G551JK-CN011D 15.6""FHD",http://static.emmi.rs/images/products/200/m4748640.jpg,115.990,http://emmi.rs/laptop-ra%C4%8Dunari-asus-g551jk-cn011d-156fhd.11.html?productId=46227,
